44225	38723,40483,42646,28095,16151,1878,40140,81215,39338,42225,19809,10741,39137,1990,20761,7857,47858,5374,21762,32033
41521	38467,22945,4269,19340,20539,17452,137984,7612,39158,30600,32406,19151,26397,12213,2791,31882,25097,46342,43836,135379
32765	16145,38723,3952,34834,132503,42646,5253,141785,21645,14199,23832,34212,16155,35690,19653,32945,45155,24191,23719,29621
143051	16200,27582,30695,14451,42189,29319,39217,5723,40504,13707,16063,25140,6235,25964,12226,1895,35865,34885,21429,24049
4341	41497,13453,32742,20054,14033,3850,43020,40483,36489,44922,4402,23189,7492,3586,22043,22196,6083,16081,139372,14650
20614	23606,12524,12080,132484,141855,38539,28041,45990,41368,40544,6988,3459,4244,10740,44664,24117,33771,6741,20866,5059
19684	140201,24907,29925,19227,36705,17392,16145,44512,42225,37747,15633,35690,5253,138994,8449,19653,32650,40299,34602,17261
16515	3975,19118,37800,34435,22522,15216,36652,3820,22184,16782,22159,34381,22650,11330,13322,2442,132935,79822,2243,17562
7150	5144,140162,1855,20708,11472,35611,38883,10965,2461,26735,32020,14174,11016,25044,21429,34526,11153,18508,44002,4086
34977	17501,32521,19661,31963,6960,42141,36853,140905,43346,33726,14572,34663,41318,4116,41175,140207,24986,1849,141229,13924
35683	29328,3463,2317,27203,136806,27054,10665,27005,24686,29814,25670,21450,24362,137984,1664,17352,19046,11716,18521,23975
3404	25055,7612,2485,16574,40645,43250,28511,36242,2332,38874,135759,21598,23242,33162,19512,8329,10860,16749,42007,27054
6988	41368,141338,34961,141855,40544,26175,23606,5512,15010,45743,6741,6538,3459,38539,4836,12080,15489,5247,132484,46337
7568	45927,34422,1956,21740,4661,39922,26385,46349,40570,13415,13969,11940,11050,10658,28120,2439,43272,14574,26277,10636
3685	43155,15805,16924,31842,12890,25716,28103,5821,23242,32375,1816,26253,42503,38187,47820,1731,2573,4318,134361,38283
21820	46258,3610,29209,2585,12681,23242,15745,45050,24492,12803,17689,39173,43317,39420,43020,7492,12698,47670,38874,46039
43710	26453,43852,27305,4902,29655,18316,45984,25943,16910,36804,19362,20973,45548,140202,36327,17095,34004,37050,20877,1680
31303	12681,41024,26590,7810,34982,12506,46258,28061,30671,11130,23925,45340,12921,12711,38874,23734,4235,8235,33162,7432
33746	29537,4970,33266,4033,5268,139898,5352,20224,2892,18259,141873,19868,41150,22264,11144,44434,4758,3464,25961,21167
18381	37869,45540,8560,32406,23189,11613,11374,20791,37083,23562,18789,5032,21227,5832,16522,5006,14045,43832,18364,46450
41016	13180,38866,11730,43207,38723,8449,29885,3381,5253,25253,1990,44212,40713,17193,34602,141631,141785,44512,21403,12430
29537	3058,33746,20224,4033,2953,4970,46257,139898,19868,33508,26718,33053,5268,22264,46378,33266,5352,7532,5792,44542
35228	46450,10896,19809,22747,34652,8516,138898,3398,34239,8560,133029,45346,141854,36741,47858,16019,34602,41510,31042,25349
41588	31262,18525,13765,46122,18194,12116,19916,10839,38358,28511,30597,44367,25670,39170,141585,39142,141459,17567,31473,27054
141626	43639,14779,34660,4921,16921,39466,10896,42164,140849,22630,3398,138872,22653,15189,21572,41194,11014,19927,16579,42483
16443	12518,10930,27842,8399,42538,32469,14076,14060,32545,36741,10896,22422,31022,22518,138875,16843,43468,140669,44661,11866
44594	15649,21422,44803,21958,12506,33688,33481,32610,44212,35990,6083,25281,27921,38587,43582,1816,7206,45340,36782,39019
37983	45019,28410,21645,12868,39137,26706,140756,32033,139372,81215,19869,10623,28095,40483,3952,42646,38723,34157,44225,5473
18221	7598,29780,39948,7302,16749,32610,44964,16479,22018,32432,3464,34139,44803,5253,14212,42312,38137,16558,35629,29885
12711	5905,13682,12506,4493,19503,12868,16910,22172,12921,19362,7605,30452,12698,29853,25693,39137,28095,5608,37983,17369
25192	21301,21249,6728,143128,15071,36057,2865,34928,38815,7739,46331,7802,19729,6870,19147,11889,35862,12582,44591,41295
19587	138605,21345,47641,2162,27278,25947,24926,5029,4235,11414,20545,37083,14260,20098,45484,15062,17286,7597,41416,3862
38659	39246,2358,17193,33038,21762,40505,36815,132626,32160,27846,141785,45050,14118,25349,37302,13404,29267,44212,37318,35690
41542	44434,1598,46367,7597,13223,18495,34004,21563,11144,14877,37050,47336,30399,11992,16808,45346,22432,12817,40299,3586
13015	13888,140103,8293,1605,21200,10857,110454,1732,19091,42452,18607,4183,30998,36859,22216,3980,28353,5540,43907,41444
8343	19227,11085,23986,40454,29582,28802,24907,20701,33195,31935,32582,28022,38609,143000,140201,23595,17392,140399,38169,11992
27846	45050,15745,46112,39173,11730,23719,3866,25349,40713,45601,36804,141785,25943,36023,43852,16019,27896,34602,34652,13668
32846	3160,6391,31979,36378,24626,33451,39707,19287,4323,10596,37635,26995,27129,40474,38094,27421,7234,11273,27861,17454
12890	31842,32610,31167,42312,16749,46486,4493,25654,14881,132626,5962,23242,15325,22043,46180,44803,29563,19327,29631,36782
46337	31488,38539,24117,12124,15010,11160,24613,26175,39173,34660,22171,23719,34054,26133,27896,39044,141338,37869,36906,39959
23189	14033,22196,5859,31981,5832,2611,36953,1990,32682,33718,141631,8516,35228,14348,14105,24864,8560,21227,4341,31042
15846	46117,34212,3570,44301,2254,23634,5126,140717,20761,32177,11746,47858,32765,32033,42646,46528,37302,41510,40092,132503
39634	19831,42092,46008,8369,45050,35990,25654,143119,20125,46112,44471,36804,17179,11017,39420,39952,42334,7492,11613,17155
41698	41211,2317,7103,41697,25670,21450,40688,38467,29814,23520,38358,27054,132492,45422,2829,136844,6791,36242,3463,29328
15071	41295,36809,25192,27951,13509,7802,11889,26072,21301,20566,5288,136626,29243,40784,7733,10907,2953,6728,24835,32282
8100	14207,15639,17680,10963,4286,6657,44300,36998,41105,16021,12171,11353,32815,1716,7226,17446,21360,14217,37992,24588
22043	21201,16081,45215,22243,22600,37302,22590,25654,14881,35990,40483,5126,14011,11746,13453,39137,27921,30958,6083,10623
25738	39624,28583,23795,141983,3464,11144,22264,23707,47057,37317,35495,135759,41838,7865,25055,14050,44853,45069,20791,1598
45224	8090,5102,10947,37934,6916,5388,11158,26753,8190,20624,137482,15828,6234,141460,44186,37780,23526,7869,3060,12742
141630	28802,37090,30452,13447,5025,41300,140849,17617,16910,28367,29029,16579,33195,36702,3708,29340,14060,25693,37420,35629
11050	141984,10636,40570,24065,35918,5801,21228,21089,7780,26277,23309,4877,7568,1948,45872,45927,43272,33297,42269,36885
17336	23531,16756,132448,18297,6427,11841,21122,42910,39559,11338,5639,11876,27836,18608,2465,7532,24013,20092,24639,4350
44104	36465,41115,36637,35653,36658,1631,139708,2667,45364,19345,28797,132489,41615,136335,13371,23056,24264,3467,39936,136844
30313	19147,36535,31721,11004,4240,139834,33115,16999,3242,7598,33282,14877,3765,23814,25332,26220,140352,41758,41116,2939
7780	141984,11050,21228,40570,10636,35918,5801,15263,24065,42269,134946,45543,36885,25218,23309,33297,10600,43272,15808,37800
17680	10963,15639,8100,4286,36998,44300,24588,16021,14997,37992,12002,23640,25042,14076,17446,22107,15800,38113,32250,139883
45713	138302,44848,11828,4240,35079,134343,10617,42196,11004,11907,3502,38367,24355,40478,133960,39699,15840,23730,40356,14904
41538	20545,13514,20435,141481,42216,4235,37703,143141,34439,8235,33633,25032,33162,19407,15062,139708,14795,30953,32851,28096
43234	5505,141631,37302,25253,17276,40335,29980,32828,25891,10608,34050,41016,29267,36466,1990,141785,38723,2939,8449,138872
18909	14762,15462,23830,15230,31022,18364,2854,39634,6916,11613,12902,8369,27880,5841,141744,13685,22521,32646,46008,14168
6728	46331,25192,21249,143128,18992,19862,35862,16557,43424,132820,12364,36159,36057,16999,7739,15424,33798,137506,15071,141633
38539	12080,132484,23606,24117,46337,141855,12524,17371,6895,12124,26175,20614,5009,43762,39338,24613,12562,45149,19167,6988
32913	140112,141277,138928,44853,4267,36909,16819,14050,3897,10592,44934,143010,44419,34718,33349,1680,30528,23635,36758,20973
138502	45162,19806,6773,10790,1582,43710,14833,27108,40563,29984,14122,39177,16700,35383,40785,34700,46095,7366,13639,38571
8331	5821,33196,45185,31894,31402,30323,7612,12638,2485,29841,38952,23863,140497,2214,2332,3404,28403,40645,15975,36296
1637	21122,11841,6427,27484,32292,12700,18608,132448,40559,16756,36670,3909,16572,23269,14064,7805,46345,40807,20353,140216
42138	2044,28232,37984,31556,41889,15551,30334,41025,29965,19017,18297,13399,18242,39928,7392,37550,17107,40278,18498,36226
42345	23957,7955,37948,2626,37722,13776,143124,33127,13507,34656,32536,25516,21871,26718,6234,29243,16919,45921,16436,18774
28459	1580,14199,134589,14796,25954,25891,3882,28095,140399,38723,141785,12817,33481,23857,41510,46338,20877,13727,140717,27157
137775	20050,37561,20354,18373,5540,2396,36859,28876,6984,43921,5671,23642,39052,30998,40249,31268,6117,12567,20575,27095
22820	31721,4240,16808,2469,39959,6484,12840,140352,43710,138302,44146,35435,1585,3008,34004,41542,14904,7917,23814,3502
14877	11473,26453,6924,30386,22747,33079,5505,2469,47858,132615,14416,21762,1990,19809,12817,140352,2611,134532,34239,36790
2337	46354,140518,35333,1898,12571,42503,42269,42808,47705,40359,32545,10600,46450,43468,25249,2074,12154,5032,30396,14045
31070	4539,2573,44902,42269,13755,38095,28103,26253,1816,1898,140518,45533,38542,3685,34364,45927,23734,42503,12890,11737
18426	42988,25147,16859,45686,18743,39589,15958,7815,13170,40478,10653,44818,27727,14268,29389,30563,138945,30263,42200,138129
13682	5905,21201,39137,30864,28972,16081,19750,45019,29853,10623,28410,12711,4493,17155,6655,25654,26379,139363,37983,2585
140352	26453,1990,21645,37242,19869,13447,38356,40335,26706,25891,2671,17689,27385,34050,4729,138872,132615,10896,10608,8070
33008	38113,28022,40454,25693,38169,2752,32141,19503,3708,140399,5608,8343,23640,25778,13465,134589,12527,38880,39338,143132
40092	11160,10975,2254,140717,36790,16843,37302,28367,31935,16579,44009,39044,30452,139363,132503,22600,7221,19809,15846,24613
14693	138342,2815,6820,44353,10839,12082,18525,41588,5011,10613,136984,29453,23654,18352,6624,44446,19187,26923,17096,16231
37756	40045,14656,22418,35774,45232,29844,25582,36132,5801,20230,139870,10674,24628,40456,22276,31510,16515,19977,29485,6987
19806	47894,19204,138502,45162,10902,35011,7805,1710,39723,6349,28287,40623,21608,2751,43907,17402,42582,6902,1584,15794
29926	37698,39950,11021,42454,30788,30825,43924,39142,43949,143116,27628,11790,30323,20948,10787,17458,7179,44969,34939,133498
18976	41638,24645,20630,30386,44865,19151,10975,2465,45678,8453,1904,34718,20791,36511,6505,132550,45540,4019,40605,43832
43250	22930,7757,14105,3091,38441,20054,44922,40748,45323,21004,42092,40697,33236,5818,6061,13453,133265,38587,33634,35990
138872	2115,3398,40335,47431,27896,30452,13447,10896,139363,37242,21038,140211,16579,44512,25891,22243,132503,141785,140214,14011
14050	29639,2358,5505,29885,16558,38866,21554,41016,35495,14118,2611,36815,37302,21786,44928,21762,38853,22746,17193,25878
28403	44803,34617,27921,46486,39952,35990,44934,22196,21422,43250,21958,14105,31981,34956,32535,23242,22746,2485,36953,24864
140201	19227,19684,17392,8343,29925,138994,29582,15633,28802,33195,11085,24907,11818,36336,2115,44512,36705,140211,40299,41063
34054	2343,11746,28456,23832,44225,3230,11730,19711,32742,40483,140717,34050,5374,19167,36945,3952,32765,41138,8449,29621
11014	16734,16843,143132,3182,6746,140849,35168,22630,7857,33191,25943,22432,19503,30452,43639,81215,22422,42164,22270,14997
20058	3242,22349,33467,4151,32315,19147,14247,35029,4970,30104,13507,3063,46213,46538,28101,48158,18259,11494,2033,140770
40313	14482,20774,3980,18607,4183,12567,20695,12097,1585,2269,4200,22671,43907,143120,6943,8368,40615,42209,40501,22226
17612	6505,2465,6234,37780,24645,2754,26863,137482,45984,4019,44216,22196,10930,1905,36462,38790,18298,41638,25891,26453
46138	7177,43777,28077,21625,26548,16808,46202,35893,13309,25931,29004,46146,31312,10786,11150,19317,29025,17025,39423,25695
