44225	5569,17500,141785,41787,5253,34656,33349,37298,1886,40119,30953,2496,133198,26627,4033,1732,45422,34782,45888,24596
41521	25042,34277,6505,6744,27005,15479,29029,19702,7780,10617,18358,24065,12220,16200,37934,3570,47820,12920,12683,36104
32765	8343,30720,46112,46342,26220,20539,45575,17219,1585,141855,46337,14211,4024,38043,45127,41698,40544,14168,36336,29621
143051	38283,25055,2879,1629,26590,28341,4235,39173,42269,5296,140112,31175,140518,21382,4742,42007,46571,45548,10600,22670
4341	21201,37083,45815,10965,3242,22820,138502,8100,33746,4457,25189,27846,6916,8293,13058,136806,43907,5720,24492,45465
20614	3850,47057,13994,140717,45224,46337,10837,15189,31042,25861,32406,13685,8293,36815,45575,8100,15846,15957,3952,45540
19684	140112,4742,141630,132545,30720,33195,13309,7597,46112,21301,18426,45548,17336,140211,143051,31175,10600,21820,14211,13958
16515	2232,15745,5268,13447,27896,46008,8329,27484,17612,20774,141855,32406,25961,13444,10837,13933,4286,36741,12350,45279
7150	27846,22999,19224,2505,37092,4244,7926,11613,21357,25860,37083,19770,44434,40621,4831,24492,1950,141888,138502,35683
34977	14656,44263,132448,1742,140103,5366,25367,141744,20092,2269,25298,31236,20209,33872,2637,10930,14324,40408,45941,5832
35683	23635,19770,7926,40621,140120,6988,32375,141888,3463,37327,12159,37083,1950,39044,44287,5964,22999,41444,3242,5006
3404	132545,5126,11338,13309,5771,7597,21820,4576,14168,4024,36462,21083,40544,38043,41016,7532,45548,46367,27738,25281
6988	140120,23635,141354,37327,14451,29780,18985,35683,141888,41444,39044,3463,15230,5964,15189,32375,47057,40639,22602,8293
7568	25233,40346,141494,44104,15424,3897,40570,27842,8267,16734,8369,37234,13015,40456,31488,23242,30309,20415,37198,1905
3685	5821,3517,4457,12921,43961,15230,21201,20058,28403,16808,19151,29780,37092,27846,44434,21357,8293,41444,141984,18985
21820	11338,41698,7597,45548,31175,41975,132545,13309,38467,41016,15709,28041,35391,25321,36462,25281,4235,46367,30457,13958
43710	24099,36859,37906,36795,37440,138428,36237,5695,5374,138605,19273,20435,29804,38316,140352,1971,12890,38358,19809,43717
31303	2019,20843,13776,34782,30730,6409,5253,38542,45422,139870,19869,37607,4877,18251,10893,25193,42503,11150,32003,8173
33746	24492,8100,8293,22820,13968,11085,140201,19002,14165,33195,39936,1694,13015,37083,21357,4341,44964,4457,40544,45678
18381	140518,39173,25230,24117,15071,4539,22670,43234,29075,39543,42269,8368,18940,46571,13183,37302,17276,36242,36159,14013
41016	41698,7644,7953,46367,25281,21820,36462,5771,25097,26773,26253,41975,39578,7865,45279,25321,5126,10837,7597,41498
29537	25964,1990,14179,26718,38723,17479,14491,22521,5540,21382,42012,45888,18251,11150,19806,38542,6409,32003,34656,36998
35228	11403,25067,19273,12755,45984,18774,28077,11050,31022,38316,11353,20435,36859,34958,44853,47820,17644,35188,13888,37374
41588	12124,139372,33977,25716,16849,13585,33477,35491,133979,40584,40045,20435,43717,16953,13707,12226,15462,1971,4362,19273
141626	43603,17336,40688,4024,46342,3008,16572,11014,141630,1605,38043,33195,17680,4576,26253,11845,39578,18743,5771,3897
16443	12711,4235,30457,28041,14536,16756,21089,43514,31310,26590,8368,29736,31175,45995,17276,25055,39173,17375,44104,46162
44594	45465,6916,2637,25367,2667,20092,24492,46117,20209,141460,10930,3242,5366,18608,40408,40460,10965,1742,24596,34977
37983	134008,12524,34718,11050,18358,16200,27703,3570,13888,29029,19661,30471,11403,17644,10617,25042,37934,36104,15479,35188
18221	2465,28061,26609,42988,31262,132489,44507,136007,15777,35168,41498,19862,43317,2254,31984,23830,46450,38981,43603,30874
12711	14536,1905,44104,16443,30309,21608,26233,30457,16756,29736,4729,43514,12213,37198,5655,8368,25233,16734,141494,29925
